GeneSymbol	A21_05_C3_P5_493883	A21_05_C3_P5_345125	A21_05_C3_P5_850110	A21_05_C3_P5_816526	A21_05_C3_P5_92064	A21_05_C3_P5_558392	A21_05_C3_P5_868588	A21_05_C3_P5_4302	A21_05_C3_P5_599498	A21_05_C3_P5_803125	A21_05_C3_P5_391515	A21_05_C3_P5_780528	A21_05_C3_P5_227561	A21_05_C3_P5_555196	A21_05_C3_P5_317321	A21_05_C3_P5_590491	A21_05_C3_P5_248342	A21_05_C3_P5_254486	A21_05_C3_P5_618931	A21_05_C3_P5_868547	A21_05_C3_P5_52551	A21_05_C3_P5_239993	A21_05_C3_P5_640238	A21_05_C3_P5_560171	A21_05_C3_P5_37977	A21_05_C3_P5_133498	A21_05_C3_P5_244273	A21_05_C3_P5_445179	A21_05_C3_P5_24360	A21_05_C3_P5_703710	A21_05_C3_P5_207384	A21_05_C3_P5_386145	A21_05_C3_P5_86538	A21_05_C3_P5_472060	A21_05_C3_P5_93498	A21_05_C3_P5_191838	A21_05_C3_P5_377349	A21_05_C3_P5_753539	A21_05_C3_P5_843002	A21_05_C3_P5_158991	A21_05_C3_P5_570941	A21_05_C3_P5_238160	A21_05_C3_P5_296727	A21_05_C3_P5_312382	A21_05_C3_P5_707030	A21_05_C3_P5_169070	A21_05_C3_P5_709456	A21_05_C3_P5_854843	A21_05_C3_P5_751717	A21_05_C3_P5_277264	A21_05_C3_P5_660606	A21_05_C3_P5_131155	A21_05_C3_P5_257483	A21_05_C3_P5_838518	A21_05_C3_P5_612739	A21_05_C3_P5_694894	A21_05_C3_P5_734349	A21_05_C3_P5_583408	A21_05_C3_P5_422936	A21_05_C3_P5_363620	A21_05_C3_P5_431292	A21_05_C3_P5_543877	A21_05_C3_P5_411884	A21_05_C3_P5_261464	A21_05_C3_P5_93643	A21_05_C3_P5_269933	A21_05_C3_P5_736975	A21_05_C3_P5_862851	A21_05_C3_P5_350862	A21_05_C3_P5_95740	A21_05_C3_P5_481069	A21_05_C3_P5_417826	A21_05_C3_P5_38038	A21_05_C3_P5_530264	A21_05_C3_P5_785863	A21_05_C3_P5_219225	A21_05_C3_P5_460537	A21_05_C3_P5_230547	A21_05_C3_P5_393721	A21_05_C3_P5_686573	A21_05_C3_P5_759037	A21_05_C3_P5_144471	A21_05_C3_P5_590025	A21_05_C3_P5_15041	A21_05_C3_P5_106303	A21_05_C3_P5_491295	A21_05_C3_P5_54991	A21_05_C3_P5_110220	A21_05_C3_P5_255874	A21_05_C3_P5_352643	A21_05_C3_P5_522106	A21_05_C3_P5_606516	A21_05_C3_P5_404182	A21_05_C3_P5_256329	A21_05_C3_P5_381490	A21_05_C3_P5_98918	A21_05_C3_P5_47901	A21_05_C3_P5_177457	A21_05_C3_P5_562682	A21_05_C3_P5_120023	A21_05_C3_P5_94062	A21_05_C3_P5_407431	A21_05_C3_P5_443710	A21_05_C3_P5_742617	A21_05_C3_P5_123213	A21_05_C3_P5_668548	A21_05_C3_P5_287479	A21_05_C3_P5_878834	A21_05_C3_P5_780339	A21_05_C3_P5_7754	A21_05_C3_P5_278466	A21_05_C3_P5_739379	A21_05_C3_P5_854714	A21_05_C3_P5_644287	A21_05_C3_P5_788486	A21_05_C3_P5_320558	A21_05_C3_P5_618150	A21_05_C3_P5_164454	A21_05_C3_P5_312531	A21_05_C3_P5_304743	A21_05_C3_P5_564946	A21_05_C3_P5_118576
MDK	0.592	0.000	0.000	0.327	0.575	0.000	0.351	0.000	0.000	0.000	0.000	0.392	0.393	0.000	0.000	0.705	0.000	0.000	0.000	0.450	0.456	0.000	0.000	0.000	0.000	0.782	0.472	0.000	0.802	0.487	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.499	0.000	0.511	0.000	0.505	0.000	0.000	0.511	1.109	0.000	0.000	0.000	0.000	0.527	0.000	0.537	0.000	0.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.552	0.905	0.559	0.000	0.901	0.561	0.000	0.000	0.586	0.000	0.000	0.000	0.571	0.000	0.000	0.944	0.000	0.592	0.000	0.964	0.587	0.602	0.000	0.000	0.605	0.623	0.000	0.602	0.000	0.000	1.275	0.000	0.000	0.620	0.000	0.000	1.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.757	0.000
MDM2	0.730	0.284	0.516	0.572	0.000	0.605	0.611	0.988	1.160	1.074	0.000	0.392	0.675	0.913	0.000	0.413	0.723	1.674	0.431	0.995	0.456	0.000	0.000	0.465	0.461	0.466	0.791	0.805	1.242	1.256	0.802	0.000	1.062	0.488	0.500	0.000	1.449	0.000	0.000	0.000	0.000	0.000	0.502	1.290	0.000	0.000	0.000	0.517	1.312	0.860	1.118	0.554	0.000	0.000	0.000	0.000	0.000	0.537	0.881	1.345	0.000	0.894	0.897	0.000	0.549	0.000	0.000	0.000	0.543	0.551	0.552	0.000	0.000	0.000	0.000	0.919	0.575	0.000	0.586	0.570	0.573	0.000	0.000	0.941	0.587	1.211	0.590	0.000	0.000	0.000	0.000	0.000	0.601	0.987	1.251	0.000	1.261	0.000	1.651	0.000	0.620	0.617	0.645	0.000	1.308	1.022	0.000	0.000	1.320	0.000	0.000	0.000	0.653	0.000	0.669	0.704	0.000	1.130	1.141	0.000	0.757	0.790
MEDAG	0.000	0.000	0.291	0.327	0.000	0.348	0.000	0.352	0.000	0.000	0.393	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.487	0.480	0.000	0.000	0.000	0.000	0.501	0.502	0.000	0.000	0.000	0.000	1.099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.323	0.000	0.000	0.000	0.537	0.535	0.000	0.534	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.551	0.000	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0.000	0.570	0.000	0.572	0.000	0.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.633	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MEF2C	0.238	0.284	0.291	0.000	0.000	0.348	0.000	0.000	0.363	0.000	0.000	0.673	0.393	0.000	0.402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.480	0.000	0.802	0.488	0.000	0.000	0.000	0.000	0.000	0.000	0.839	0.499	0.502	0.511	0.000	0.000	0.518	0.000	0.000	0.000	0.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.546	0.544	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.915	0.560	0.000	0.000	0.000	0.000	0.000	0.000	0.573	0.000	0.000	0.000	0.000	0.000	0.590	0.000	0.000	0.000	0.000	0.000	0.000	0.611	0.000	1.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.635	0.000	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.744	0.000	0.000
MEG3	0.430	0.284	0.000	0.327	0.329	0.605	0.816	0.612	0.363	0.393	0.000	0.392	0.393	0.690	0.402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.445	0.000	0.000	0.000	0.000	1.050	0.480	0.487	1.242	0.815	0.489	1.060	1.446	0.833	0.000	0.000	0.000	0.499	0.502	0.511	0.000	0.840	0.000	0.512	0.000	0.000	0.000	0.000	0.864	1.170	0.527	0.866	0.000	0.000	0.876	0.000	1.138	0.536	0.534	0.894	0.897	0.000	1.162	0.541	0.000	0.000	1.152	1.688	0.552	0.000	0.559	0.000	0.000	0.000	0.000	0.000	0.000	0.931	0.573	0.934	0.000	0.000	0.000	0.579	0.590	0.592	0.000	0.000	0.000	0.602	0.601	0.987	0.605	0.000	0.611	0.000	0.611	1.259	0.000	0.617	0.000	0.000	0.000	0.636	0.000	0.000	0.000	0.635	0.000	0.645	0.000	0.646	1.350	0.704	0.707	1.130	0.725	0.744	1.182	0.000
MELK	0.000	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.393	0.393	0.000	0.000	0.690	0.402	0.413	0.000	0.433	0.000	0.995	0.000	0.765	0.000	0.465	0.000	0.782	0.000	0.000	0.000	0.487	0.000	0.488	0.000	0.488	0.832	0.501	0.000	0.835	0.505	0.000	0.000	0.000	0.000	0.840	0.000	0.000	0.511	0.517	0.000	0.000	0.000	0.000	0.527	0.000	0.000	0.000	0.531	0.000	0.000	0.000	0.880	0.000	0.897	0.544	0.000	0.541	0.000	0.000	0.000	0.000	0.000	1.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.570	0.000	0.572	0.933	0.577	0.000	0.000	0.000	0.000	0.599	0.000	0.587	0.000	0.601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.620	0.000	0.000	0.635	0.633	0.000	0.000	1.043	1.034	0.000	0.000	0.000	0.000	1.407	0.000	0.000	0.744	0.000	0.000
MEOX2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.612	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.802	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.544	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MEST	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MET	0.000	0.000	0.516	0.000	0.000	0.000	0.000	0.352	0.000	0.000	0.393	0.000	0.000	0.000	0.688	0.000	0.426	0.000	0.000	0.450	0.000	0.000	0.445	0.000	0.775	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.489	0.000	0.500	0.000	0.000	0.835	0.000	0.499	0.502	0.000	0.000	0.000	0.000	0.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.536	0.000	0.000	0.546	0.544	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.901	0.561	0.000	0.572	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.592	0.000	0.000	0.000	0.602	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.645	0.000	0.000	0.000	0.000	0.000	0.000	0.635	0.000	0.000	0.000	0.646	0.000	0.000	0.000	0.000	0.725	0.000	0.000	0.000
MEX3A	0.238	0.000	0.291	0.000	0.000	0.000	0.000	0.000	0.363	0.000	0.000	0.000	0.000	0.690	0.000	0.000	0.426	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.534	0.000	0.000	0.000	0.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.652	0.000	0.000	0.000	0.000	0.000	0.707	0.000	0.000	0.000	0.000	0.000
MFAP4	0.730	1.932	0.516	0.572	0.938	0.000	1.800	1.568	0.629	0.894	1.358	0.673	0.393	0.000	0.000	0.413	0.000	0.433	0.431	0.000	0.456	0.000	0.000	0.465	0.000	0.782	0.000	1.050	0.802	1.059	0.480	0.488	0.000	0.488	0.832	0.000	1.449	0.000	1.455	0.000	0.502	0.511	0.000	0.000	0.857	0.848	1.299	0.000	0.000	0.860	0.864	0.909	0.000	0.000	1.346	0.878	0.531	0.000	0.535	0.883	0.880	0.894	0.000	0.000	1.368	0.000	0.000	0.000	0.543	0.000	0.552	1.543	0.915	1.387	1.161	0.919	0.575	0.000	1.220	1.405	0.935	0.000	0.571	0.000	1.434	0.579	0.590	0.592	0.000	1.621	0.587	0.602	0.974	0.611	1.640	0.000	0.000	0.975	0.611	0.610	1.490	0.617	0.000	0.000	0.000	0.636	1.692	0.633	0.650	0.000	0.000	0.645	0.653	1.035	0.669	0.704	1.407	0.000	1.434	0.000	1.182	0.000
MFAP5	0.592	0.284	0.000	0.770	0.000	0.605	0.351	1.802	1.012	0.000	0.894	1.578	0.000	0.403	0.000	0.000	0.000	0.000	0.431	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.501	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.512	0.000	0.000	0.518	0.000	0.000	0.000	0.000	0.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.544	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0.000	0.000	0.573	0.572	0.000	0.000	0.000	0.000	0.000	1.230	0.599	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.669	0.000	0.000	0.000	0.000	0.744	0.000	0.000
MFGE8	0.430	0.685	0.291	0.000	0.000	0.348	0.351	0.352	0.000	0.000	1.074	0.392	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000	0.000	0.461	0.000	0.472	0.805	0.000	0.000	0.000	0.488	0.000	0.000	0.000	0.501	0.000	0.502	0.000	0.499	0.000	0.511	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.536	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.561	0.000	0.000	0.000	0.000	0.000	0.572	0.571	0.000	0.000	0.000	0.000	0.592	0.599	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.602	0.000	0.610	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.707	0.000	0.725	0.000	0.000	0.000
MGLL	0.730	0.284	1.107	0.000	0.000	1.125	0.000	0.000	0.629	0.000	0.000	0.392	0.393	0.000	0.000	0.000	0.723	0.433	0.962	0.759	0.000	0.765	0.986	0.781	1.014	0.466	0.791	0.482	0.480	0.813	0.480	0.488	0.000	0.000	1.280	0.833	0.502	0.502	0.505	1.079	0.000	0.511	0.834	0.000	0.518	0.000	0.000	0.856	0.518	0.860	0.000	0.909	0.000	0.000	0.537	0.533	0.531	0.885	0.535	0.883	0.000	0.000	0.546	0.544	0.000	0.000	1.160	0.894	0.000	0.551	1.373	0.000	0.559	0.000	0.901	0.561	0.000	0.000	0.586	0.000	0.000	0.000	0.571	0.000	0.000	0.579	0.590	0.000	0.971	0.594	0.587	1.246	0.601	0.000	0.000	0.000	1.475	0.602	0.611	0.610	0.620	0.996	0.645	0.000	0.000	1.022	0.000	0.000	0.000	0.635	0.652	0.000	0.000	0.000	0.000	0.704	0.707	1.130	0.000	0.000	0.000	0.000
MGP	0.000	0.504	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.445	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MIAT	0.000	0.284	0.000	0.000	0.000	0.348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.527	0.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MICAL2	1.230	1.088	1.213	1.409	1.080	1.790	0.611	1.476	1.403	1.358	0.393	0.673	1.226	1.095	1.784	1.724	0.723	0.734	1.669	2.057	1.358	0.000	1.335	0.781	1.014	1.639	1.227	1.784	0.802	0.813	1.669	1.258	0.816	1.257	1.280	0.501	1.283	1.450	1.288	1.278	1.283	0.511	0.834	0.505	0.518	1.736	0.511	1.622	0.518	0.520	1.118	1.170	0.527	0.866	0.884	1.135	0.876	1.347	1.512	1.514	1.511	1.153	0.546	0.000	0.549	1.148	1.537	0.894	0.000	0.551	1.166	0.905	1.703	1.180	0.901	0.919	1.203	0.933	0.586	0.000	0.573	1.199	1.580	0.577	0.000	1.421	0.000	1.616	0.599	0.594	0.000	1.634	1.458	1.260	1.251	1.494	1.475	0.602	1.475	0.610	0.620	1.662	0.645	1.490	1.029	1.299	0.635	1.512	1.320	1.515	0.000	0.000	1.325	1.315	1.067	0.000	0.000	1.130	1.434	0.000	0.757	1.225
MIR1244-2	2.369	2.288	2.524	2.210	2.734	1.556	2.098	1.802	2.895	2.568	1.475	2.162	2.451	2.597	2.476	1.811	2.581	2.937	2.988	2.367	2.381	2.654	2.241	2.349	2.495	2.405	2.569	2.055	2.263	2.067	2.439	2.284	1.898	2.283	2.097	2.375	2.100	2.316	2.694	1.711	2.594	2.752	2.435	1.934	2.213	2.617	1.735	2.677	2.052	2.772	1.633	2.610	2.492	2.487	1.516	1.779	2.164	2.675	2.088	3.038	1.137	2.341	2.591	2.016	2.203	2.009	2.994	1.358	2.469	2.602	2.489	2.285	2.138	2.376	2.352	2.378	2.597	2.532	2.357	2.698	1.582	2.845	2.467	2.658	2.623	2.947	2.630	2.573	2.383	2.578	2.103	2.862	2.529	2.613	2.537	2.068	2.783	1.784	2.673	2.241	2.347	2.162	1.993	1.948	1.704	2.833	2.194	2.775	2.223	2.661	2.864	2.215	1.876	2.112	2.154	2.216	2.222	2.440	2.135	2.168	2.052	3.313
MIR34AHG	0.238	0.000	0.291	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.393	0.403	0.000	0.000	0.426	0.433	0.000	0.450	0.000	0.454	0.752	0.000	0.461	0.000	0.000	0.482	0.802	0.487	0.480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.000	0.502	0.000	0.502	0.000	0.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.537	0.000	0.000	0.885	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.552	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0.000	0.000	0.000	0.000	0.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MIR503HG	1.230	0.000	0.700	0.327	0.000	0.000	0.816	0.352	0.629	0.894	0.393	0.392	0.393	0.403	0.402	0.930	0.723	0.433	0.731	0.995	0.000	1.002	0.752	0.465	0.000	0.466	1.390	0.482	0.480	1.256	0.000	0.000	0.000	0.000	1.081	0.000	0.000	0.000	0.505	0.499	0.502	0.000	0.502	0.505	1.110	0.848	0.511	0.856	0.518	0.000	1.118	0.554	0.527	0.866	0.000	0.878	0.000	0.000	0.000	1.140	1.137	0.544	0.546	0.544	0.000	0.890	0.548	0.894	0.000	0.904	0.000	0.000	0.915	0.560	0.901	0.919	0.000	0.572	0.586	1.196	1.200	0.000	0.000	0.577	0.000	0.579	0.000	0.000	0.599	0.594	0.000	0.975	0.000	0.611	0.605	0.623	0.000	0.975	0.000	0.610	0.620	0.000	1.033	0.620	0.641	0.636	0.000	0.000	0.000	0.635	0.000	0.000	0.000	0.000	0.669	1.113	0.707	0.000	0.000	0.000	0.757	0.000
MIS18A	0.592	0.504	0.700	0.327	0.773	0.810	0.351	0.352	0.000	0.000	0.674	0.000	0.393	0.690	0.000	0.000	0.000	0.433	1.149	0.759	0.768	0.000	0.752	0.781	0.461	1.022	0.791	0.000	0.000	0.487	1.046	0.000	0.489	0.488	0.500	0.833	0.000	0.835	0.000	1.586	0.502	0.000	1.083	0.000	0.000	0.000	0.847	0.000	0.857	0.000	0.000	0.909	0.527	1.121	0.000	0.000	0.531	1.142	0.000	0.000	0.000	0.000	0.000	1.154	0.549	0.541	0.000	0.543	0.893	0.000	0.552	1.165	0.915	0.000	0.549	0.000	0.000	0.572	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	1.228	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.623	0.000	0.602	0.000	1.259	0.000	0.000	0.645	1.000	0.000	0.636	1.514	0.000	0.000	0.000	1.323	1.863	0.000	0.646	0.000	0.000	0.000	0.000	0.725	1.166	0.757	0.000
MIS18BP1	0.000	0.284	0.291	0.327	0.575	0.348	0.000	0.000	0.363	0.000	0.674	0.673	0.675	0.690	0.910	0.000	0.426	0.965	0.431	0.000	1.005	0.765	0.752	0.465	0.000	1.378	0.791	0.000	0.000	0.000	0.000	1.258	0.816	0.488	1.446	0.501	0.000	0.000	0.505	0.831	0.502	0.511	1.083	0.505	0.857	0.000	0.847	0.000	1.110	0.000	0.000	1.549	0.870	0.524	0.884	0.533	0.876	0.885	0.000	0.000	0.000	0.000	0.897	0.000	0.549	0.890	0.000	0.000	1.152	0.551	0.000	0.905	0.000	0.000	0.901	0.000	0.000	0.572	0.000	0.000	0.000	0.000	0.933	0.000	0.000	0.000	0.590	0.000	0.599	0.594	0.955	0.000	0.000	0.000	0.605	0.623	0.000	0.000	0.611	0.000	0.620	0.000	0.645	1.275	1.308	0.636	0.000	0.000	0.000	0.000	1.043	1.034	0.000	0.000	0.000	0.000	0.707	0.000	1.141	0.744	0.000	0.000
MIXL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.403	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
MKI67	0.430	0.685	0.989	0.000	0.575	1.251	0.987	0.988	0.000	0.393	0.393	0.392	0.675	0.403	0.688	0.000	0.953	0.734	0.731	1.981	1.995	1.193	1.335	0.781	0.000	1.847	2.108	0.000	0.480	1.059	1.242	2.460	0.000	1.422	2.433	1.589	1.591	0.502	0.839	1.278	1.449	1.099	0.834	0.505	1.623	1.100	1.299	0.000	1.312	0.000	0.000	1.549	1.641	1.121	1.142	0.533	1.132	2.178	0.535	0.883	1.137	0.000	1.805	2.270	1.925	1.795	1.160	0.000	1.527	1.165	0.000	2.603	1.944	1.387	0.901	0.000	0.575	2.073	0.000	0.931	0.000	0.572	0.933	1.207	1.608	1.211	1.763	1.765	1.241	1.770	1.886	0.602	1.458	0.611	0.605	0.623	1.261	1.635	0.988	0.000	1.275	1.812	1.709	1.490	1.029	0.636	1.692	0.633	0.000	0.635	1.874	2.111	1.544	1.864	0.000	1.964	2.103	0.000	2.360	1.876	0.757	1.528
