GeneSymbol	A21_05_C2_P5_547431	A21_05_C2_P5_337729	A21_05_C2_P5_498700	A21_05_C2_P5_155179	A21_05_C2_P5_253661	A21_05_C2_P5_272388	A21_05_C2_P5_720968	A21_05_C2_P5_704908	A21_05_C2_P5_848048	A21_05_C2_P5_90718	A21_05_C2_P5_348548	A21_05_C2_P5_327815	A21_05_C2_P5_424332	A21_05_C2_P5_791691	A21_05_C2_P5_145849	A21_05_C2_P5_225293	A21_05_C2_P5_406074	A21_05_C2_P5_207512	A21_05_C2_P5_687585	A21_05_C2_P5_242886	A21_05_C2_P5_709878	A21_05_C2_P5_649221	A21_05_C2_P5_135495	A21_05_C2_P5_59774	A21_05_C2_P5_84401	A21_05_C2_P5_380396	A21_05_C2_P5_133740	A21_05_C2_P5_641140	A21_05_C2_P5_692756	A21_05_C2_P5_607908	A21_05_C2_P5_60139	A21_05_C2_P5_481331	A21_05_C2_P5_119369	A21_05_C2_P5_326724	A21_05_C2_P5_715751	A21_05_C2_P5_407386	A21_05_C2_P5_158243	A21_05_C2_P5_528187	A21_05_C2_P5_177426	A21_05_C2_P5_356739	A21_05_C2_P5_227915	A21_05_C2_P5_670721	A21_05_C2_P5_336096	A21_05_C2_P5_198191	A21_05_C2_P5_380412	A21_05_C2_P5_554898	A21_05_C2_P5_398110	A21_05_C2_P5_168775	A21_05_C2_P5_873045	A21_05_C2_P5_228860	A21_05_C2_P5_695337	A21_05_C2_P5_454130	A21_05_C2_P5_699545	A21_05_C2_P5_278127	A21_05_C2_P5_94568	A21_05_C2_P5_589954	A21_05_C2_P5_88102	A21_05_C2_P5_105720	A21_05_C2_P5_305904	A21_05_C2_P5_716187	A21_05_C2_P5_411151	A21_05_C2_P5_241513	A21_05_C2_P5_146322	A21_05_C2_P5_76224	A21_05_C2_P5_425470	A21_05_C2_P5_629564	A21_05_C2_P5_96264	A21_05_C2_P5_451337	A21_05_C2_P5_706412	A21_05_C2_P5_278735	A21_05_C2_P5_264093	A21_05_C2_P5_676162	A21_05_C2_P5_626788	A21_05_C2_P5_796873	A21_05_C2_P5_747335	A21_05_C2_P5_318512	A21_05_C2_P5_507421	A21_05_C2_P5_164980	A21_05_C2_P5_535888	A21_05_C2_P5_642834	A21_05_C2_P5_868352	A21_05_C2_P5_111697	A21_05_C2_P5_377677	A21_05_C2_P5_167734	A21_05_C2_P5_416816	A21_05_C2_P5_762794	A21_05_C2_P5_642404	A21_05_C2_P5_470132	A21_05_C2_P5_117531	A21_05_C2_P5_118735	A21_05_C2_P5_787868	A21_05_C2_P5_410651	A21_05_C2_P5_420608	A21_05_C2_P5_789103	A21_05_C2_P5_29457	A21_05_C2_P5_522007	A21_05_C2_P5_640301
TNFRSF12A	1.369	0.896	1.307	0.428	0.000	1.680	1.200	1.192	1.338	0.992	0.464	0.763	1.641	0.474	1.679	0.818	0.821	1.822	1.816	1.278	0.502	0.000	1.842	1.300	1.482	0.860	1.851	1.105	0.873	0.530	1.134	1.774	1.329	1.508	2.009	0.915	0.891	0.548	1.683	1.371	1.544	1.388	0.914	1.564	1.571	1.574	1.952	0.950	1.451	0.955	1.435	0.592	0.592	1.446	1.235	1.782	0.592	1.243	2.302	1.269	1.276	0.620	1.500	1.490	1.008	1.965	1.015	1.516	1.832	0.646	1.028	1.544	1.916	1.061	1.068	1.586	1.390	1.617	1.103	0.000	1.622	1.397	1.125	1.124	2.005	1.180	1.170	1.764	1.263	1.751	1.756	1.848	1.661	1.348	1.690	0.000	2.165
TNFRSF19	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.474	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.597	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFRSF21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.000	0.466	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.914	0.000	0.000	0.000	0.000	0.583	0.000	0.000	0.000	0.000	0.592	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFRSF9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFSF10	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFSF11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFSF13B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFSF9	0.000	0.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.448	0.000	0.000	0.000	0.000	0.484	0.000	0.000	0.000	0.000	0.000	0.000	0.515	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.532	0.000	0.000	0.000	0.000	0.558	0.000	0.548	0.000	0.904	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.000	0.000	0.000	0.000	0.000	0.592	0.000	0.000	0.000	0.592	0.000	0.969	0.000	0.000	0.000	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.000	0.000	0.676	0.000	0.000	0.000	0.000	0.000	0.696	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.886	0.000	0.000	0.933
TNIK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.466	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.000	0.000	0.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNRC6B	0.000	0.394	0.431	0.428	0.000	0.000	0.000	0.000	0.446	0.000	1.019	0.000	0.466	0.794	0.000	1.064	0.000	0.000	0.000	0.000	0.000	0.854	0.845	0.511	0.000	0.000	0.000	0.853	0.529	0.530	0.878	0.000	0.000	0.878	0.541	0.558	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.950	0.597	0.000	0.000	0.961	0.000	0.000	0.000	0.601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.008	0.000	1.015	0.000	0.628	0.000	0.000	0.000	0.000	0.665	0.000	0.000	0.000	0.000	0.696	0.000	0.000	0.000	0.000	0.000	0.000	1.180	0.000	0.000	0.819	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TOB1	0.609	0.676	0.731	1.143	1.174	0.000	1.008	0.764	0.446	1.342	0.779	0.453	0.466	1.534	0.000	1.064	0.493	0.831	0.827	1.278	1.284	0.000	0.000	0.848	0.519	0.000	0.513	0.515	1.501	1.648	0.878	0.530	0.871	0.000	0.000	1.556	0.542	0.000	0.000	0.000	1.373	1.388	0.000	0.563	0.926	0.568	0.921	0.000	0.000	0.587	1.610	0.961	0.592	1.234	1.235	0.000	0.000	0.972	0.969	0.617	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.022	0.000	0.000	0.641	0.653	0.676	1.344	0.000	0.000	0.696	0.698	0.000	0.711	0.000	0.000	1.125	0.000	0.728	1.706	0.000	0.000	0.000	1.218	0.000	0.000	0.000	0.886	0.000	1.394	0.000
TOP2A	2.239	2.272	2.989	2.311	1.797	0.435	2.331	1.491	2.458	1.895	1.932	1.817	0.783	3.298	2.450	3.114	0.493	1.445	1.581	0.831	1.828	0.515	2.508	2.513	2.476	2.853	1.739	2.881	2.750	2.312	0.532	2.707	1.643	2.665	2.941	1.556	2.466	1.811	0.000	2.706	1.166	1.947	2.439	0.563	2.239	2.640	2.231	0.000	0.000	2.196	1.887	2.633	2.511	1.446	0.966	0.601	2.573	2.458	0.969	0.995	1.668	2.498	2.579	2.748	0.000	2.365	2.521	0.636	1.963	2.904	2.466	0.653	1.762	2.586	0.000	2.746	2.713	2.311	1.951	1.414	0.701	2.092	1.824	1.823	1.145	0.755	0.747	2.741	3.058	0.000	2.238	1.848	2.516	2.256	1.931	2.149	2.971
TOPBP1	0.000	0.676	0.000	0.428	0.444	0.435	0.000	0.000	0.446	0.000	0.464	0.453	0.466	0.000	0.484	0.818	0.821	1.080	0.000	0.000	0.502	0.854	0.000	0.848	0.000	0.000	1.102	0.515	0.529	0.000	0.532	0.000	0.527	0.000	0.000	1.384	0.891	0.901	0.900	0.000	1.166	0.917	0.914	0.563	0.000	0.568	0.563	0.583	0.597	0.955	0.956	0.000	0.000	0.594	0.595	0.973	0.000	0.000	0.969	0.617	0.621	0.620	0.626	0.000	0.626	0.000	1.292	0.000	1.011	0.000	0.641	1.325	1.360	0.000	0.000	0.000	1.102	0.000	0.000	0.000	0.701	1.108	0.713	1.124	1.145	0.755	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TOX	0.000	0.000	0.731	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.000	0.000	0.000	0.000	0.000	0.587	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TP53INP1	0.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.497	0.000	0.502	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TPI1	1.986	2.320	1.855	2.199	2.178	2.330	1.999	1.613	1.704	2.362	2.160	2.133	1.750	2.113	2.274	1.992	2.415	1.445	2.089	2.171	1.928	1.856	1.296	2.566	2.584	2.476	2.713	1.617	1.772	2.163	1.992	2.162	2.701	2.245	1.908	2.300	2.187	2.700	2.481	1.929	2.208	2.623	2.722	2.232	1.718	2.065	2.054	2.189	2.380	2.103	2.434	2.290	2.443	1.234	2.849	2.812	2.205	1.780	2.380	2.684	2.168	2.690	1.959	2.261	2.958	2.279	1.508	2.197	2.647	2.396	2.608	2.813	1.762	2.030	1.573	2.806	2.084	2.311	2.085	2.229	2.412	2.315	2.434	1.124	2.259	2.304	2.036	2.660	2.616	2.461	1.944	2.665	2.723	2.256	2.548	2.311	2.328
TPM1	3.896	3.773	2.709	3.396	3.346	4.245	2.741	3.645	3.921	3.395	3.075	3.756	3.424	3.839	3.389	3.771	4.139	3.619	3.400	3.488	3.962	3.818	3.607	3.664	3.631	3.632	3.686	3.771	3.865	4.147	3.715	2.878	3.258	4.238	3.664	3.648	3.666	2.597	3.478	3.200	3.107	3.909	2.137	3.715	3.425	3.631	3.534	3.534	4.131	2.733	3.955	2.842	3.995	3.461	3.512	3.525	3.319	3.615	3.173	3.429	3.878	3.701	3.776	3.840	3.331	3.860	3.209	3.320	2.764	3.308	3.559	3.770	3.629	2.719	2.262	3.527	3.471	3.647	3.835	3.967	3.059	3.703	3.405	3.843	2.955	3.728	3.320	3.401	4.083	3.666	3.701	3.748	3.899	3.519	3.509	3.735	4.088
TPM3	2.145	1.582	2.466	2.363	2.352	1.680	2.438	2.065	2.047	2.249	1.744	1.351	2.509	2.037	2.208	2.517	2.227	2.682	2.366	2.243	2.178	1.956	2.611	2.457	2.055	2.216	2.668	2.045	2.237	2.379	2.245	2.838	1.643	2.384	2.903	1.556	2.778	2.650	2.958	2.706	2.358	2.507	2.815	2.310	2.580	2.584	2.382	2.352	2.380	2.878	2.283	2.510	2.443	1.899	2.800	2.528	2.112	2.025	2.020	1.811	2.262	2.346	1.828	2.426	1.827	2.365	2.084	2.378	2.869	2.310	1.986	2.124	2.049	2.251	1.573	2.172	2.307	2.407	1.797	1.638	2.653	1.804	1.980	1.978	2.259	1.892	2.172	2.660	2.411	2.646	2.358	2.567	1.900	1.902	2.548	2.871	2.799
TPPP3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TPTE2P5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TPX2	1.471	2.771	2.370	2.138	1.174	0.970	2.778	1.353	2.183	2.052	1.513	1.000	0.000	2.037	1.978	2.351	0.493	1.712	1.706	1.079	1.284	0.515	2.453	1.610	2.055	2.892	0.851	2.407	2.498	1.987	0.532	1.648	1.981	1.135	2.524	1.556	2.336	1.161	0.000	2.487	1.930	0.917	2.222	1.392	2.154	2.243	0.921	0.000	0.000	2.196	1.758	2.842	2.206	0.964	1.235	0.973	2.369	2.859	1.905	0.995	1.949	2.260	1.828	2.261	0.626	3.052	2.084	1.846	1.287	2.682	1.855	0.653	1.075	1.897	1.068	1.586	1.102	1.617	0.696	1.977	0.701	2.652	1.416	2.869	0.000	1.706	1.466	2.110	2.705	0.000	2.466	1.848	0.885	1.348	0.000	0.922	2.888
TRA2B	0.814	0.394	0.731	0.957	1.334	1.680	0.770	1.192	1.178	1.182	1.212	0.763	1.518	1.534	1.250	1.064	1.431	1.279	1.075	1.278	1.085	1.744	0.845	0.848	1.482	1.627	1.739	1.105	1.332	1.131	1.338	1.334	1.329	1.135	1.796	0.000	1.149	1.537	1.366	0.904	1.930	0.560	1.384	1.184	0.926	0.929	1.564	1.879	1.775	1.609	1.224	0.592	0.962	1.234	1.235	0.601	0.961	1.456	0.969	1.484	1.949	0.999	1.828	1.490	1.008	1.013	1.292	1.516	1.504	1.314	1.307	1.325	0.676	2.030	1.907	2.054	1.796	1.617	1.391	1.414	1.622	1.108	2.114	1.823	1.438	1.180	1.880	0.792	1.263	1.939	1.524	1.301	1.900	0.886	0.000	1.713	0.000
TRABD2A	0.000	0.000	0.431	0.000	0.000	0.435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.961	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.713	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.885	0.000	0.000	0.000	0.000
TRAPPC3L	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRBC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRHDE	0.000	0.000	0.000	0.000	0.000	0.435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.490	0.000	0.500	0.827	0.000	0.502	0.515	0.000	0.000	0.000	0.000	0.851	0.000	0.000	0.530	0.000	0.000	0.000	0.533	0.000	0.000	0.000	0.000	0.548	0.000	0.000	0.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.223	0.000	0.000	0.000	0.000	0.000	0.601	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.620	1.008	0.000	0.000	0.636	0.000	0.000	0.000	0.000	0.676	0.000	0.000	0.000	0.696	0.000	0.000	0.711	0.000	0.700	0.000	0.000	1.145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.346	0.000	0.906	0.000	1.728
TRIB2	0.000	0.394	0.431	0.428	0.000	0.000	0.000	0.453	0.000	0.000	0.000	0.453	0.000	0.000	1.054	0.000	0.493	0.500	0.000	0.000	0.000	0.515	0.000	0.000	0.000	0.000	0.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.542	0.000	0.000	0.551	0.000	0.000	0.000	0.000	0.000	0.568	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.617	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.755	0.747	0.000	0.000	0.000	0.000	0.000	0.000	0.886	0.000	0.000	0.000
TRIB3	0.350	0.676	0.000	0.000	1.174	0.435	0.000	0.000	0.753	0.448	0.000	0.453	0.000	0.000	0.809	0.000	0.493	0.000	0.497	0.000	0.000	0.515	0.000	0.511	0.859	0.000	0.000	0.853	0.000	0.530	0.000	0.000	0.527	0.878	0.000	0.915	0.542	0.000	0.000	0.904	0.905	0.000	0.000	0.563	1.190	0.000	0.000	0.583	0.597	0.000	0.000	0.592	0.000	0.000	0.000	0.000	0.592	0.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.631	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.671	0.000	0.696	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.180	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.394	0.000
TRIL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRIM58	0.000	0.000	0.000	0.727	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.515	0.000	0.000	0.000	0.000	0.000	1.105	0.000	0.530	0.000	0.000	0.000	0.000	0.000	0.915	0.000	0.548	0.000	0.000	0.552	0.000	0.558	1.184	0.926	0.000	0.563	0.000	0.000	0.000	0.000	0.592	0.592	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.933
TRIP13	0.814	0.896	0.431	0.957	0.985	0.000	0.000	0.453	0.988	0.992	0.000	0.453	0.783	0.474	1.414	0.000	0.000	0.831	1.075	0.000	0.000	0.000	1.606	0.000	1.113	0.519	0.000	0.515	0.529	0.530	0.878	0.530	1.126	0.000	0.541	0.558	0.542	0.000	0.000	0.000	1.373	0.000	1.176	0.563	0.926	0.929	0.563	0.000	0.597	1.609	0.956	0.592	0.592	0.964	0.595	0.000	0.592	0.972	0.597	0.617	0.000	0.000	1.284	0.620	0.000	1.289	0.631	1.022	0.628	0.646	1.307	1.044	0.000	1.061	0.671	1.365	1.102	0.698	1.797	0.711	0.701	0.700	0.713	0.712	0.728	0.000	0.747	0.000	0.819	0.000	0.787	1.848	0.000	1.348	0.000	0.000	0.000
TRMU	0.000	0.000	0.000	0.428	0.444	0.000	0.458	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.519	0.000	0.000	0.853	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.000	0.542	0.548	0.000	0.551	0.000	0.560	0.558	0.000	0.000	0.568	0.563	0.000	0.597	0.000	0.000	0.592	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.617	0.621	0.000	0.000	0.000	0.000	0.000	0.000	0.636	0.628	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.747	0.000	0.000	0.784	0.000	0.000	0.000	0.000	0.906	0.000	0.933
