GeneSymbol	A21_05_C3_P5_438326	A21_05_C3_P5_80000	A21_05_C3_P5_675243	A21_05_C3_P5_39323	A21_05_C3_P5_540516	A21_05_C3_P5_675883	A21_05_C3_P5_795538	A21_05_C3_P5_192610	A21_05_C3_P5_201880	A21_05_C3_P5_426236	A21_05_C3_P5_119081	A21_05_C3_P5_243946	A21_05_C3_P5_677988	A21_05_C3_P5_722696	A21_05_C3_P5_385496	A21_05_C3_P5_555709	A21_05_C3_P5_160648	A21_05_C3_P5_114001	A21_05_C3_P5_631908	A21_05_C3_P5_341331	A21_05_C3_P5_810696	A21_05_C3_P5_451659	A21_05_C3_P5_167316	A21_05_C3_P5_730545	A21_05_C3_P5_4191	A21_05_C3_P5_306948	A21_05_C3_P5_799333	A21_05_C3_P5_51050
SMC3	0.000	0.612	0.000	0.283	0.312	0.314	0.000	0.000	0.342	0.620	0.618	0.848	0.379	0.000	0.669	0.000	0.446	0.420	0.427	0.000	0.444	0.436	0.766	0.457	0.759	1.015	0.470	0.000
SMC4	0.649	0.612	0.923	0.000	1.270	1.464	0.577	0.805	1.349	0.357	1.271	1.300	0.653	0.662	0.390	0.000	1.339	1.127	0.954	1.162	1.175	0.436	0.766	1.008	1.186	1.630	1.225	0.500
SMIM3	1.190	1.179	1.037	0.504	1.368	1.046	1.206	0.602	1.111	0.620	0.997	1.023	1.195	1.455	1.219	0.694	0.446	0.000	0.725	1.578	0.751	0.436	1.195	0.770	0.450	1.369	0.000	1.446
SMS	0.377	0.612	0.474	0.685	0.549	0.746	0.577	0.602	0.596	0.828	0.825	1.023	0.379	0.385	0.390	0.000	0.446	0.714	0.000	0.000	1.175	0.739	0.455	0.457	0.000	0.776	0.000	0.000
SMYD3	1.118	1.179	1.232	0.970	1.270	0.907	0.329	0.805	0.596	0.000	0.825	0.637	1.045	1.653	0.390	0.406	0.446	0.942	0.725	1.162	0.000	0.739	1.615	0.457	0.000	0.461	1.225	1.081
SNAI2	1.379	1.089	0.795	0.970	1.539	1.277	1.317	1.459	0.596	0.828	0.356	1.171	1.045	1.339	1.067	0.694	0.000	0.714	0.725	1.457	0.751	1.317	1.003	1.499	0.995	1.015	0.000	0.832
SNAP25	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.356	0.368	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SNCAIP	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SNED1	0.000	0.248	0.000	0.000	0.312	0.000	0.000	0.345	0.596	0.357	0.356	0.368	0.000	0.000	0.000	0.000	0.000	0.420	0.427	0.741	0.000	0.739	0.000	0.457	0.000	1.015	0.000	0.000
SNHG1	0.206	0.248	0.265	0.000	0.312	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SNHG3	0.000	0.000	0.474	0.283	0.000	0.314	0.329	0.000	0.967	0.000	0.997	0.368	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SNORD3A	0.522	0.447	0.648	0.504	0.902	0.746	1.416	0.975	0.596	0.000	0.000	1.171	0.653	1.057	1.067	0.918	1.973	1.739	0.954	1.321	0.444	2.092	2.204	2.330	0.759	2.823	1.030	1.713
SNRPA1	0.000	0.000	0.474	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.653	0.000	0.000	0.406	0.446	0.000	0.000	0.438	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
SNRPB	0.000	0.447	0.474	0.504	0.312	0.000	0.577	0.000	0.342	0.000	0.000	0.848	0.379	0.662	0.888	0.694	0.000	0.000	0.954	0.000	0.000	0.000	0.000	0.770	0.450	0.000	0.789	0.500
SNRPD1	0.762	1.262	0.923	0.504	0.741	0.314	0.775	0.345	0.596	0.620	0.618	0.637	0.000	1.057	0.888	1.100	0.754	0.420	0.954	0.438	0.444	1.317	0.455	0.770	0.450	0.000	0.470	0.500
SNRPG	1.320	0.879	1.468	0.970	0.312	0.907	1.206	1.550	1.624	0.620	1.741	1.696	0.379	1.455	0.669	1.874	0.989	1.283	0.725	1.578	0.985	1.866	1.195	1.621	1.346	1.369	1.947	1.081
SOCS3	0.000	0.248	0.000	0.000	0.312	0.314	0.000	0.000	0.000	0.000	0.356	1.517	0.000	0.385	0.000	0.000	0.446	0.420	0.000	0.438	0.000	0.000	0.000	0.457	0.000	1.508	0.470	0.500
SOD2	0.206	0.447	0.000	0.000	0.312	0.000	0.000	0.345	1.111	0.357	0.000	1.171	0.653	0.000	0.000	0.406	0.446	0.420	0.427	0.000	0.751	0.000	0.766	0.457	0.000	0.461	0.789	0.000
SOX11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
SOX4	0.206	0.248	0.000	0.504	0.000	0.314	0.000	0.000	0.967	1.000	0.356	0.637	0.000	0.385	0.000	0.000	0.446	0.000	1.141	0.000	0.000	0.000	1.003	0.000	0.759	0.461	0.470	0.500
SOX9	0.000	0.000	0.265	0.283	0.312	0.000	0.329	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.420	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SP9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPAG17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPAG5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
SPARC	4.619	4.901	4.623	5.052	4.235	4.552	4.590	3.954	4.040	4.892	4.430	3.457	4.457	3.955	4.616	4.457	4.314	4.261	4.662	4.733	4.100	4.239	4.359	4.328	4.417	4.107	3.492	4.854
SPARCL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPC24	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPC25	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPDL1	0.377	0.248	0.474	0.000	0.000	0.553	0.329	0.805	0.799	0.357	0.356	1.023	0.000	0.662	0.000	0.000	0.446	0.420	0.000	0.438	0.444	0.436	0.766	0.000	0.000	1.015	0.000	0.000
SPHK1	0.206	0.000	0.474	0.000	0.000	0.314	0.000	0.345	0.342	0.000	0.618	0.000	0.000	0.662	0.000	0.000	0.446	0.942	0.000	0.000	0.000	0.000	0.455	0.457	0.450	0.000	0.000	0.000
SPON1	0.522	0.612	0.474	0.000	0.312	0.000	0.000	0.000	0.967	0.000	0.000	0.000	0.868	1.339	0.000	0.000	0.000	0.420	0.427	0.000	0.751	0.000	1.003	0.000	0.000	0.000	0.000	0.000
SPON2	1.488	0.989	1.768	1.453	1.368	1.277	2.542	2.496	1.701	0.357	1.663	1.847	2.229	2.616	2.038	1.506	1.973	2.116	1.844	2.097	1.335	1.866	1.615	1.998	1.484	1.207	1.857	1.280
SPP1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SPRY1	0.000	0.248	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.000	0.438	0.000	0.436	0.766	0.000	1.346	0.000	0.000	0.000
SPRY4	0.000	0.000	0.000	0.000	0.312	0.314	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.385	0.000	0.000	0.446	0.000	0.000	0.438	0.444	0.000	0.000	0.000	0.000	0.461	0.000	0.000
SPSB1	0.522	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.799	0.000	0.356	0.000	0.379	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.436	0.000	0.770	0.000	0.000	0.470	0.000
SQLE	0.000	0.612	0.265	0.283	0.902	0.314	0.577	0.602	0.342	0.620	0.825	0.000	0.653	0.662	0.390	0.694	0.446	0.714	0.427	0.741	0.444	0.000	0.455	0.457	0.000	1.369	0.789	0.000
SRGN	0.649	0.000	0.000	0.970	0.000	0.000	0.577	0.000	0.596	0.357	0.000	0.637	0.000	0.000	0.000	0.000	0.754	0.000	0.000	0.438	0.444	0.436	0.000	0.000	0.000	0.000	0.470	0.832
SRM	0.000	0.612	0.474	0.685	0.549	0.314	0.775	0.000	0.342	1.146	0.356	0.637	0.653	0.385	0.390	0.000	0.000	0.420	0.000	0.741	1.175	0.739	0.455	0.000	0.995	0.461	1.387	0.000
SRSF2	0.649	0.000	0.474	0.504	0.902	0.907	0.329	0.602	1.903	1.489	0.997	0.848	0.653	0.662	0.669	0.694	0.754	1.418	0.427	0.741	0.444	1.159	1.195	1.008	1.186	1.015	1.030	1.081
SRSF3	0.206	0.612	0.648	0.970	0.902	0.746	0.940	1.119	1.541	1.666	1.384	1.415	0.653	1.559	0.390	0.918	0.000	0.420	0.427	0.438	0.444	0.971	0.455	1.499	1.186	0.776	1.030	0.500
SRSF7	0.762	0.447	0.474	0.283	0.741	0.907	0.940	0.000	1.111	0.357	0.618	0.637	0.379	1.653	1.067	0.694	0.754	0.942	0.725	0.741	0.444	1.454	0.455	0.457	0.759	0.776	0.000	0.832
SSPN	0.956	0.447	0.923	0.970	0.741	0.314	0.329	0.602	0.000	0.357	0.825	0.368	0.379	0.662	0.000	0.694	0.446	0.942	0.000	0.741	0.985	0.436	0.766	0.000	0.450	0.776	0.470	0.000
SSR3	2.247	1.973	2.599	2.549	2.317	2.551	1.925	2.462	2.582	2.304	2.210	2.337	2.125	1.653	1.905	2.305	2.245	2.289	1.844	2.097	1.887	2.887	1.911	1.827	1.899	2.154	1.527	1.923
SSRP1	0.522	0.879	0.474	0.685	0.000	0.314	0.577	1.119	0.596	0.620	0.356	1.300	0.000	0.000	0.390	0.694	0.446	0.000	0.954	0.000	0.444	0.436	0.766	0.000	1.186	0.000	0.000	0.500
SSX2IP	0.762	0.248	0.265	0.000	0.312	0.314	0.000	0.345	0.342	0.828	0.000	0.848	0.379	0.000	0.390	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.766	0.000	0.450	0.000	0.470	0.000
ST13P18	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ST6GAL2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.918	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STAT1	1.040	0.879	0.923	0.504	0.902	1.758	0.577	1.246	1.349	1.817	0.825	1.171	1.638	0.000	1.752	1.388	1.597	1.418	1.844	1.162	0.444	0.739	1.494	0.770	0.450	0.000	0.789	1.713
STC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
STC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STEAP1	0.649	0.248	0.648	0.000	0.549	0.907	1.082	0.602	0.799	0.000	0.825	1.300	0.000	0.662	0.000	0.406	0.000	0.420	0.427	0.438	0.000	1.159	0.766	0.457	0.759	1.015	1.225	0.832
STIL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
STIP1	0.000	0.248	0.000	0.504	0.312	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.000	0.662	0.669	0.000	0.754	0.420	0.000	0.741	0.444	0.436	0.455	0.457	0.000	0.461	0.470	0.832
STK17B	0.762	0.754	0.795	0.283	0.312	0.314	0.000	0.805	0.596	0.357	0.000	0.368	0.379	0.385	0.390	0.000	0.446	0.714	1.141	0.000	0.444	0.436	0.455	0.000	0.450	0.000	0.000	0.500
STMN1	0.522	0.612	0.000	0.504	0.000	0.553	0.577	0.805	0.799	0.000	0.997	0.637	0.653	1.208	0.390	0.918	0.754	0.420	0.725	0.741	0.444	0.436	0.455	0.000	1.484	0.000	0.789	0.832
STMN2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
STRA6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
SUGCT	0.206	0.000	0.265	1.192	0.000	1.168	0.000	0.602	0.000	1.146	0.356	0.368	0.000	0.662	0.000	0.406	0.000	0.000	0.954	0.000	0.000	0.739	1.003	0.000	0.450	0.000	0.470	0.500
SULF1	1.190	0.989	0.648	0.283	0.312	1.046	0.940	0.602	0.342	0.620	1.143	0.000	1.326	0.879	0.669	0.694	0.000	0.000	0.725	0.741	1.472	0.739	0.000	0.000	0.450	0.461	1.030	1.280
SULF2	0.206	0.000	0.265	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.438	0.444	0.000	1.195	0.000	0.000	0.776	0.000	1.446
SULT1A1	0.000	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.500
SUN2	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.345	0.000	0.000	0.000	0.368	0.379	0.000	0.000	0.406	0.446	0.000	0.000	0.000	0.000	0.000	0.455	0.000	0.450	0.000	0.000	0.000
SUPT16H	0.000	0.248	0.265	0.000	0.312	0.553	0.775	1.119	0.799	0.357	0.000	1.517	1.045	0.385	0.669	0.694	0.754	0.714	0.725	0.000	1.175	0.739	0.000	0.000	0.995	0.461	1.225	0.500
SUSD2	0.762	0.879	1.037	1.527	0.741	0.746	0.577	0.000	0.000	0.000	0.000	0.368	0.000	0.385	0.000	0.000	0.446	0.000	0.000	1.162	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.500
SUV39H1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SVIL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.000	0.000	0.000
SWAP70	0.000	0.612	0.474	0.970	0.549	1.046	0.940	0.345	0.342	1.489	0.618	0.000	0.379	0.000	1.067	0.918	0.754	0.000	0.725	0.741	0.000	0.739	0.455	0.770	0.000	0.461	1.225	0.000
SYCE1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNC	0.522	0.248	0.265	0.000	0.000	0.000	0.329	0.000	0.000	0.000	0.356	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.000	0.000	0.444	0.436	0.000	0.000	0.000	0.000	0.789	0.000
SYNCRIP	0.956	1.179	1.395	0.838	1.539	0.907	0.940	1.711	1.449	1.582	1.486	1.171	1.195	1.057	1.351	0.694	1.179	1.283	0.725	0.974	1.175	1.681	1.355	1.621	0.995	1.630	1.387	1.280
SYNDIG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNE2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYNJ2	0.206	0.000	0.000	0.283	0.312	0.553	0.329	0.000	0.000	0.357	0.356	0.368	0.379	0.385	0.390	0.406	0.446	0.942	0.000	0.438	0.000	0.739	0.000	0.000	0.450	0.461	0.789	0.000
SYNPO2	0.000	0.248	0.000	0.283	0.000	0.000	0.000	0.345	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.954	0.000	0.000	0.436	0.455	0.000	0.000	0.000	0.000	0.000
SYT1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SYT7	0.000	0.000	0.474	0.000	0.312	0.314	0.000	0.000	0.000	0.357	0.356	0.637	0.653	0.385	0.669	1.255	0.000	0.000	0.427	0.438	0.444	0.000	0.000	0.000	0.000	0.461	0.789	0.000
SYTL2	0.522	0.248	0.000	0.504	0.549	0.907	1.082	0.345	0.342	1.000	0.000	0.000	0.868	0.000	0.669	0.406	0.446	0.000	0.427	0.741	0.000	0.000	0.455	0.770	0.000	0.776	0.000	0.000
SYTL5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TACC3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TACSTD2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TAF7L	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.368	0.379	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TAFA5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TAGLN	1.632	1.598	1.866	2.105	0.741	1.168	2.032	1.119	0.342	2.386	0.825	0.000	0.379	0.000	1.571	1.388	1.339	1.418	1.434	1.162	0.000	0.436	0.455	0.770	0.995	0.461	0.000	0.832
TAGLN2	1.758	1.262	0.923	1.778	1.457	1.758	2.032	1.783	2.214	0.620	2.300	2.337	1.544	1.653	1.219	2.082	1.597	2.051	1.660	1.685	2.179	2.023	1.724	1.361	2.312	2.220	2.362	2.014
TBX3	0.649	0.000	0.648	0.000	0.312	0.553	0.000	0.000	0.000	0.000	0.618	1.023	0.000	0.000	0.390	0.406	0.989	0.420	0.000	0.000	0.444	0.000	0.455	0.457	0.450	0.461	0.470	0.000
TBX5	0.206	0.447	0.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.385	0.390	0.406	0.000	0.000	0.000	0.000	0.751	0.000	0.000	0.000	0.450	0.776	0.470	0.000
TCAM1P	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCEAL5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCERG1	0.522	0.879	0.648	0.970	0.000	0.314	0.000	0.805	0.596	0.357	0.356	1.171	0.000	0.385	0.000	0.000	0.754	0.000	0.000	1.162	0.444	0.436	0.000	0.457	0.450	1.015	0.470	1.081
TCF19	0.000	0.248	0.000	0.000	0.000	0.314	0.329	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCF21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.390	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCF4	0.762	0.754	0.648	0.970	1.925	1.046	0.940	1.246	1.111	1.000	1.143	1.517	1.638	1.455	1.067	1.100	0.989	0.714	1.298	1.162	1.887	1.454	1.615	1.008	1.346	0.776	1.030	0.832
TCF7L1	0.000	0.000	0.000	0.000	0.000	0.000	0.329	0.000	0.342	0.000	0.618	0.368	0.000	0.000	0.000	0.000	0.446	0.000	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCOF1	0.377	0.000	0.000	0.504	0.312	0.314	0.329	0.000	0.596	0.000	0.000	0.000	0.379	0.385	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.436	0.766	0.000	0.000	0.000	0.000	0.000
TDO2	1.320	0.000	0.000	0.000	1.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.000
TDRD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TDRD9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TEDC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TENM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TENT5A	0.864	0.879	0.795	0.000	0.312	1.464	0.577	0.975	0.000	0.357	0.356	1.171	0.653	0.385	1.219	1.100	1.476	1.283	0.954	0.974	1.335	0.000	1.003	1.621	0.995	0.461	1.030	0.832
TES	0.000	0.754	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.694	0.000	0.000	0.000	0.000	0.444	0.739	0.455	0.000	0.450	0.000	0.470	0.000
TFAM	0.206	0.248	0.265	0.283	0.549	0.314	0.000	0.805	0.967	0.620	0.356	0.000	0.868	0.000	1.067	0.406	0.446	0.714	0.427	0.000	0.444	0.000	0.455	0.000	0.450	0.000	0.470	0.500
TFDP1	0.377	0.879	0.474	0.504	0.741	0.314	0.577	0.805	0.799	0.828	0.618	0.637	0.868	0.000	0.390	1.255	0.000	0.420	0.000	0.741	0.444	0.436	0.455	1.008	1.605	0.461	0.789	0.500
TFPI2	0.206	0.754	0.265	0.504	0.902	0.000	0.329	0.000	0.799	0.000	0.000	0.368	0.868	1.057	0.000	0.000	0.000	0.000	0.427	0.438	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TFRC	0.000	0.248	1.232	0.504	0.549	0.553	0.000	0.602	0.596	0.620	0.825	0.637	0.653	0.385	0.669	0.000	0.446	0.420	0.000	0.000	0.751	0.000	0.455	0.000	1.186	0.461	0.000	0.000
TGFB2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TGFB3	0.956	0.248	0.000	0.283	0.000	0.000	0.000	0.000	0.342	0.000	0.356	0.000	0.379	0.000	0.390	0.000	0.000	0.000	0.000	0.741	0.444	0.000	0.000	0.000	0.000	0.000	0.000	0.500
TGFBI	2.591	2.732	1.468	3.189	2.026	1.985	3.058	2.710	2.339	2.826	2.256	1.978	2.368	2.774	2.999	2.142	2.974	3.239	2.799	3.007	2.589	2.219	2.656	2.437	2.893	2.282	1.759	2.768
TGFBR3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.725	0.000	0.444	0.000	0.000	0.457	0.000	0.461	0.000	0.000
TGM2	1.379	0.447	0.474	0.504	0.000	0.000	0.000	0.345	0.000	0.620	0.000	0.637	0.653	1.455	0.000	0.406	0.000	0.000	0.427	0.000	0.000	0.436	0.455	0.000	0.759	0.000	0.470	0.832
THBD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
THBS1	3.006	2.802	3.061	3.203	3.067	3.674	3.242	3.477	2.339	3.515	3.181	1.696	3.402	3.198	2.845	3.704	3.057	3.717	3.259	2.336	1.472	2.383	2.430	1.499	1.981	2.447	2.696	3.270
THBS2	2.382	2.215	1.599	2.549	1.614	2.395	1.666	1.358	2.168	1.817	1.880	2.293	2.451	2.085	2.788	1.611	1.705	1.537	2.069	1.871	2.454	2.219	1.822	2.533	2.794	2.084	2.176	2.591
THRB	0.000	0.000	0.265	0.000	0.312	0.314	0.000	0.000	0.000	0.000	0.000	0.000	0.653	0.385	0.000	0.000	0.446	0.420	0.000	0.000	0.985	0.000	0.000	0.000	0.000	0.000	0.470	0.000
